"","Date","Time","Location","Operator","Type","Aboard","Fatalities","Ground","Summary","death_ratio"
"1697",1961-03-09,"15:00","Near Caracas, Venezuela","Linea Aeropostal Venezolana","Douglas DC-3",12,12,0,"Crashed while en route. Navigation error. Failure of the crew to follow the prescribed route. Flying VFR in IFR conditions.",1
"1698",1961-03-25,"","Near Natal, Brazil","Military - Brazilian Air Force","Douglas C-47DL",28,23,0,"Crashed while attempting to land.",0.821428571428571
"1699",1961-03-28,"20:08","Russelbach, East Germany","Ceskoslovenske Aerolinie","Ilyushin IL-18",52,52,0,"The aircraft crashed 13.6 miles Northeast of N’_rnberg after an intentional descent for unknown reasons led to the disintegration of the aircraft due to structural stress. Possible defective artificial horizon. Possible unnoticed over control of the electrical rudder or aileron trim. Possible physical incapacitation of one or both pilots.",1
"1700",1961-05-29,"","Singapore","Military - Royal Air Force","Handley Page Hastings C-2",13,13,0,"Lost an engine, stalled and crashed.",1
"1701",1961-05-30,"1:20","Near Lisbon, Portugal","KLM Royal Dutch Airlines","McDonnell Douglas DC-8-53",61,61,0,"Five minutes after taking off from Lisbon, Portugal, the aircraft plunged into the AtlantiOcean. There were indications from the wreckage that the aircraft went into a spiral dive and hit the water at over 500 mph. Either through inattentiveness or loss of an artificial horizon or other instrument malfunction, the aircraft went into a steep left bank from which recovery was not possible. Attitude of the aircraft at the moment of impact pointed to over correction.",1
"1702",1961-06-12,"4:11","Cairo, Egypt","KLM Royal Dutch Airlines","Lockheed L-188C Electra",36,20,0,"Crashed into power lines during the approach, 4 km short of the runway. Crew's neglect to cockpit duties.",0.555555555555556
"1703",1961-06-17,"22:23","Near Kano, Nigeria","Continentale Deutsche Luftreederei","Douglas C-54B-1-DC",7,1,0,"Error in judgement on the part of the captain, who, after sighting the runway lights, concentrated on keeping them in sight and failed to make adequate reference to his flight instruments. As a result, he allowed the aircraft to descend below the obstacle clearance limit of 360ft.  In the darkness, with no ground reference, the runway lights gave him insufficient guidance as to his height and angle of approach and he was unaware that the aircraft had descended to ground level. The fatigue of the captain and the failure to illuminate the aircraft's landing lights were conributing factors.",0.142857142857143
"1704",1961-06-30,"20:57","Buenos Aires, Argentina","Transcontinental","Curtiss C-46A",35,24,0,"Crashed into a trees and telegraph poles on final approach.The pilot failed to follow the instrument approach procedures during the approach.",0.685714285714286
"1705",1961-07-10,"","Odessa, Ukraine, USSR","Aeroflot","Tupolev TU-104B",85,1,0,"Hit apporach lights while trying to land in heavy rain.",0.0117647058823529
"1706",1961-07-11,"11:36","Denver, Colorado","United Air Lines","McDonnell Douglas DC-8-12",122,17,1,"Following takeoff from Omaha, hydraulidifficulties were experienced. The flight was continued to Denver where the aircraft experienced asymmetrical reverse thrust while landing and crashed into a maintenance truck and burned. Asymmetrical thrust during the landing attempt due to a hydrauliemergency.  Numbers 1 & 2 thrust reversers failed.  The crew failed to activate the back-up high-pressure air bottle used to hold the reverse ejectors in the extended position during a hydrauliemergency.  Poor evacuation procedures.  A contributing factor was the  failure of the first officer to monitor the thrust reverse indicator lights when applying reverse thrust and the crew's lack of training and knowledge on the aircraft's hydraulisystem. The driver of the maintenance truck was killed.",0.139344262295082
"1707",1961-07-12,"1:29","Casablanca, Morocco","Ceskoslovenske Aerolinie","Ilyushin IL-18B",72,72,0,"On reaching Rabat, the plane was diverted to Casablanca because of poor ground visibility. Conditions at Casablanca were a little better but the plane overshot the runway on its first approach. With worsening conditions the pilot asked to land at the U.S. Air Force base at Nouasseur. While the tower was seeking permission, the pilot saw a window of opportunity and tried again to land at Casablanca. The aircraft crashed into a hillside and burned eight miles short of the runway.",1
"1708",1961-07-19,"8:00","Near Azul, Argentina","Aerolineas Argentinas","Douglas DC-6",67,67,0,"The aircraft disintegrated in flight following the application of loads in excess of the design loads. The aircraft entered an area of extreme turbulence and was struck by lightning.",1
"1709",1961-07-21,"2:11","Shemya, Alaska","Alaska Airlines","Douglas DC-6A",6,6,0,"Undershot the runway by 200 feet, crashed and burned. Absence of approach and runway lights. Lack of guidance from air trafficontroller during last stages of flight.",1
"1710",1961-08-06,"","Budapest, Hungary","Malev Hungarian Airlines","Douglas DC-3",27,27,3,"The aircraft crashed between a row of houses while on a sightseeing flight. Inattention of crew to duties. Pilots had 2 companions in the cabin during the entire flight and performed forbidden maneuvers including one sharp turn which resulted in  lost control of the aircraft.",1
"1711",1961-08-09,"17:30","Sola, Norway","Cunard Eagle Airways","Vickers Viking 3B",39,39,0,"Crashed into a mountain18 nm northeast of Stravanger Airport.  Deviation from prescribed course. Cause unknown.",1
"1712",1961-08-13,"","Near Pha Khao, Laos","Air America","Curtiss C-46F",6,6,0,"The cargo plane struck a mountain while dropping supplies.",1
"1713",1961-08-29,"18:22","Sondrestr’_mfjord, Greenland","Eastern Provincial Airways","de Havilland Canada DHC-3 Otter",6,1,0,"An in-flight fire, initiated and sustained by a severe fuel leak. The fuel leak was caused by the locking of a carburetor drain plug to unscrew.",0.166666666666667
"1714",1961-09-01,"2:05","Near Hinsdale, Illinois","Trans World Airlines","Lockheed 049 Constellation",78,78,0,"The aircraft crashed and burned in a field 10 miles west of Midway Airport. The airliner had taken off from Midway headed for Las Vegas. Loss of a 5/16 inch steel bolt from the elevator boost system which caused the elevator to move to its full upward position creating a stall and loss of control of the aircraft.",1
"1715",1961-09-05,"","Near Sendafar, Ethiopia","Ethiopian Airlines","Douglas DC-3",19,5,0,"Malfunctioning propeller. The pilot tried to turn back for an emergency landing but crashed.",0.263157894736842
"1716",1961-09-06,"","Cerro del Aernal, Costa Rica","Lineas A’©reas Costarricenses","Douglas DC-3",2,2,0,"Cargo plane crashed.",1
"1717",1961-12-29,"","Surabaya, Indonesia","Garuda Indonesia Airlines","Douglas DC-3",14,14,0,"",1
"1718",1961-09-10,"3:55","Shannon, Ireland","President Airlines","Douglas DC-6B",83,83,0,"The aircraft crashed into the Shannon River shortly after taking off in fog. Possible fault with the artificial horizon or aircraft's aileron tabs. Contributing factor was the weather and crew fatigue.",1
"1719",1961-09-12,"22:09","Near Rabat, Morrocco","Air France","Sud-Aviation Caravelle III",77,77,0,"The aircraft crashed and burned while attempting to land at Sale Airport. With its landing gear down and flaps partially extended, the plane struck the ground in a slight nose-down attitude. Possible misread altimeter.",1
"1720",1961-09-17,"22:13","Ndola, Zambia","United Nations Organization","Douglas DC-6B",16,16,0,"The aircraft crashed into the jungle approximately 9 miles from the destination airport. UN Secretary General, Dag Hammarskj’_ld, 56, killed. The aircraft was allowed to descend too low, resulting in striking trees and crashing. Although the United Nations released a statement that no evidence of sabotage was found, rumors persist about this accident alleging that the victims were shot prior to the crash or that a bomb onboard exploded.",1
"1721",1961-09-17,"8:57","Chicago, Illinois","Northwest Orient Airlines","Lockheed 188C  Electra",37,37,0,"Takeoff and Initial climb appeared to be normal, but at approximately 200 feet a shallow turn to the right continued into a gradually increasing bank of about 85 to 90 degrees. While in the turn, the crew made a short, garbled transmission indicating alarm. During the latter part of the turn a gradual descent began and, two minutes after taking off, the aircraft struck the ground. Mechanical failure in the aileron primary control system due to an improper replacement of the aileron boost assembly, resulting in a loss of lateral control of the aircraft at an altitude too low to effect recovery.",1
"1722",1961-09-23,"18:02","Ankara, Turkey","Turkish Airlines (THY)","Fokker F-27 Friendship 100",29,28,0,"Crashed into high terrain on approach, 18 kms from Ankara Airport. The aircraft was not in a normal flying  pattern and below normal altitude.",0.96551724137931
"1723",1961-10-07,"2:00","Mt. Canigou, France","Derby Aviation","Douglas DC-3",34,34,0,"Crashed into Mt. Canigou while descending to land. Navigational error.",1
"1724",1961-10-10,"","El Adem, Libya","Military - Royal Air Force","Handley Page Hastings C-2",37,17,0,"The plane stalled and crashed during takeoff.",0.459459459459459
"1725",1961-11-01,"14:26","Les Prevosts, Guernsey","Bristol 170 Freighter 31M","Silver City Airways",10,2,0,"Failed to gain altitude after a missed approach and crashed. The malfunctioning of the automatipitch coarsening unit of the starboard propeller. This deprived the captain of the necessary degree of control of the aircraft at a critical stage of the flight.",0.2
"1726",1961-11-01,"2:15","Near Recife, Brazil","Panair do Brasil","Douglas DC-7C",45,45,0,"The flight crashed into a hill during approach. Pilot error. Improper evaluation of distance, flying a non-standard traffipattern by night and failing to observe altitude minima during the final approach.",1
"1727",1961-11-08,"21:24","Near Richmond, Virginia","Imperial Airways","Lockheed C-69 Constellation",79,77,0,"Flown under a military contract, several procedural errors by the crew caused the loss of 2 engines. After several more errors, the aircraft crashed into a wooded area. Most deaths from post-impact fire and CO.  Lack of command coordination and decision, faulty judgement and insufficient knowledge that led to an emergency situation. In addition there were faulty maintenance procedures. The carrier's license was revoked 6 weeks after the crash.",0.974683544303797
"1728",1961-11-11,"","Off Puerto Rico","Air Haiti International","Lockheed L-749A Constellation",3,3,0,"Went missing en route.",1
"1729",1961-11-23,"5:40","Campinas, Brazil","Aerolineas Argentinas","de Havilland Comet 4",52,52,0,"After reaching an altitude of about 100 m, the aircraft lost altitude, collided with a eucalyptus forest and was destroyed. Pilot error. Failure to operate under IFR in adverse weather conditions at night. Failure to follow the climb procedure.",1
"1730",1961-11-23,"","Sao Tom’©","Military - For’_a A’©rea Portuguesa","Douglas C-54 Skymaster",35,21,0,"",0.6
"1731",1961-11-30,"","Sydney, NSW, Australia","Ansett ANA","Vickers Viscount 720",15,15,0,"Crashed 9 minutes after taking off, into Botan Bay, 3 miles south of the airport . In-flight structural failure due to turbulence.",1
"1732",1961-12-04,"","Mainz, Germany","Lufthansa","Boeing 720-030B",3,3,0,"Crashed into an open field in a steep dive after attempting an emergency landing.",1
"1733",1961-12-12,"","Chievres, Belgium","Military - Belgian Air Force","Fairchild C-119G / Fairchild C-119",13,13,8,"Midair collision between two C-119s.",1
"1734",1961-12-15,"","Managua, Nicaragua","Lanica","Curtiss C-46",2,2,0,"The cargo plane cashed while attempting to land. Shifting cargo.",1
"1735",1961-12-21,"","Ankara, Turkey","British European Airways","de Havilland Comet 4B",34,27,0,"Shortly after taking off from Esenboga Airport, the aircraft assumed an excessively steep climbing angle, stalled and crashed. The probable cause of the accident was the obstruction of the pitch pointer in the captain's director horizon which led him to make an excessively steep climb. One of three screws had worked its way loose and blocked the pointer on the dial from indicating the correct pitch.",0.794117647058823
"1736",1961-12-24,"10:50","Old Harbor, Kodiak Island, Alaska","Kodiak Airways","Grumman G-21A Goose",5,1,0,"",0.2
"1737",1962-01-22,"15:16","Caranavi ,Bolivia","Corporacion Boliviano de Fomento","Curtiss C-46D",6,6,0,"The cargo plane's right wing tip struck a wall and then the plane crashed into a tree. Pilot error in failing to discontinue takeoff, even after the right wing tip hit the well and broke off, while the aircraft was on the ground during the takeoff run.",1
"1738",1962-01-27,"","Batataevka, USSR","Aeroflot","Antonov AN-10A",13,13,0,"Crashed on takeoff. Engine failure",1
"1739",1962-02-04,"10:05","Near Tino Maria, Peru","Faucett","Douglas DC-3",18,18,0,"While flying at FL 150, the pilot radioed he was returning to Huanuco because of bad weather. Soon after, the plane was seen spiraling towards the ground and witnesses heard the engines accelerate before the aircraft hit a hill. Separation of the left elevator in flight.",1
"1740",1962-02-25,"","Portlamar, Margarita Island, Venezuela","Avensa","Fairchild F-27",23,23,0,"Approximately 10 minutes after takeoff , for a scheduled flight to Cumana, the aircraft crashed into the San Juan Mountains.",1
"1741",1962-02-25,"14:35","Municipio de Marulanda, Colombia","Avianca","Douglas C-47A",2,2,0,"After taking off the crew of the cargo plane declaired an emergency and crashed shortly after. The faulty procedure on the part of the pilot who made the en route climb from Manizales to San Felix at a low altitude, so that the aircraft became trapped in a canyon and crashed in the San Felix pass at La Aguadita after stalling during a turn at 9,000 ft.",1
"1742",1962-03-01,"10:09","Jamaica Bay, New York, New York","American Airlines","Boeing B-707-123B",95,95,0,"After taking off from Idlewild Airport and reaching a height of 1,500 feet, the aircraft made a left turn but continued to roll until it was inverted and crashed into Jamaica Bay approximately 3 miles southwest of the control tower. A rudder control malfunction which caused  a full unwanted rudder deployment, yaw, sideslip and roll which led to loss of control of the aircraft. This was caused by the use of an improper tool at the manufacturing plant to wrap the rudder servo unit's wiring, damaging the wires and leading to a short circuit. There is speculation that the accident was actually caused by the captain putting the aircraft in a steep 45 degree bank which resulted in the loss of control of the aircraft.",1
"1743",1962-03-04,"18:20","Douala, Cameroon","Caledonian Airways","Douglas DC-7C",111,111,0,"The aircraft had a unusually long take-off run and appeared to gain altitude with difficulty. One and one-half miles from the runway the aircraft struck trees and crashed into a tidal swamp and burst into flames.  A jammed right elevator spring tab caused the crew to lose of control of the aircraft.",1
"1744",1962-03-06,"","Near Seymour, South Africa","South African Airways","Douglas DC-3",7,2,0,"Crashed into a mountain. Error in judgement by the pilot-in-command who attempted a low visual flight, beneath the cloud base, near mountains, in deteriorating weather conditions.",0.285714285714286
"1745",1962-03-08,"17:43","Mt. Medetsiz, Turkey","Turkish Airlines (THY)","Fairchild F-27",11,11,0,"Crashed into a mountain at an altitude of 6,800 ft. while en route in poor weather. In avoiding cumulus clouds and turbulent conditions the pilot was not able to keep track of his exact position or maintain exact altitude.",1
"1746",1962-03-08,"","Rome, Italy","Societa Aerea Mediterranea","Douglas DC-6B",5,5,0,"The cargo plane crashed into Mt. Velino while en route.",1
"1747",1962-03-08,"17:30","Near Alencon, France","Military - U.S. Air Force","Lockheed C-130A Hercules",15,15,0,"The transport was taking part in a parachute drop mission with five other aircraft when it crashed.",1
"1748",1962-03-15,"1:14","Adak, Alaska","Flying Tiger Line","Lockheed 1049H Super Constellation",7,1,0,"Crashed into a rock embankment, 328 ft. short of runway threshold while attempting to land on Runway 23 and after being warned by ATC that the plane was below the glidepath. The main gear and right wing separated from the plane and a fire ensued. The pilot's misjudgment of distance and altitude during the final approach.",0.142857142857143
"1749",1962-03-15,"0:30","Western PacifiOcean, Philippine Sea","Flying Tiger Line","Lockheed 1049H Super Constellation",107,107,0,"Lost at sea while en route from Guam to the Philippines. The crew of the SS T.L. Lenzen supertanker sighted a midair explosion at 00:30 local time, from their position at 13 degrees 44' N, 134 degrees 49' E.  The subsequent search of over 144,000 square miles found nothing. Cause undetermined.",1
"1750",1962-03-20,"","Algeria","Military - French Air Force","Nord 2501 Noratlas",11,11,0,"",1
"1751",1962-03-27,"17:45","Santiago de Cuba, Cuba","Cubana de Aviacion","Ilyushin IL-14",22,22,0,"Crashed shortly after takeoff into the sea 1 mile offshore and sank. The weather was clear.",1
"1752",1962-04-06,"15:00","Near Villavicencio, Colombia","Military - Colombian Air Force","Douglas C-47",31,31,0,"Due to winds, the aircraft was 10 degrees off course as it prepared to land at Villavicencio and crashed into a 11,500 ft. mountain.",1
"1753",1962-04-22,"","Serrania del Baudo, Colombia","AVISPA","Douglas C-47A-1",40,40,0,"Nothing was heard from the aircraft after departing Bahia Solano. The wreckage was found 4 days later, 31 miles from the airport on Bonito Peak at an elevation of 2,400ft.",1
"1754",1962-10-12,"","Near Camona, Spain","Iberia Airlines","Convair CV-440 -62",18,18,0,"Crashed into mountain while attempting to land.",1
"1755",1962-05-06,"13:29","Near Portsmouth, England","East Anglian Flying Services","Douglas C-47A",18,12,0,"The plane descended to 1,000 ft while approaching Portsmouth in low clouds and drizzle and stuck St. Boniface and bust into flames. Pilot error. Crew flew below minimum safe altitude.",0.666666666666667
"1756",1962-05-08,"","Near Mong Pa Liao, Burma","Military - Union of Burma Air Force","Douglas C-47",32,32,0,"The plane crashed and burned in a ravine after experiencing engine failue.",1
"1757",1962-05-09,"19:30","Vitoria, Brazil","Cruzeiro","Convair CV-240-0",25,23,0,"Crashed into trees short of the runway while on approach. Approach not carried out in accordance with company procedures and misjudgement of his distance from the runway.",0.92
"1758",1962-05-12,"","Godthaab, Greenland","East Provincial Airways","Consolidated Catalina",21,15,0,"While landing on the water, the plane abruptly swerved to the right and sank in a short period of time. Because of a malfunction, the nose wheel doors were not closed and locked. The doors were torn off in the landing, allowing water to enter the wheel well severely damaging the aircraft.",0.714285714285714
"1759",1962-05-15,"","Near Cairo, Egypt","United Arab Airlines","Douglas DC-3",3,3,0,"The cargo plane crashed shortly after taking off.",1
"1760",1962-05-17,"","Near Nairobi, Kenya","Military - U.S. Air Force","Lockheed C-130A Hercules",13,13,0,"Struck a mountain in poor weather conditons.",1
"1761",1962-05-22,"11:40","Near Markt Schwaben, West Germany","Military - U.S. Navy","Lockheed C121J",26,26,0,"After departing Rhein-Main Air Base, the pilot sent a distress message requesting an emergency landing.  Soon after, the aircraft disintegrated losing it's left wing. Some sort of undetermined emergency led to explosive decompression which led to the destruction of the plane.",1
"1762",1962-05-22,"21:21","Near Unionville, Missouri","Continental Airlines","Boeing B-707-124",45,45,0,"While en route from Chicago to Kansas City the airliner fell from FL 390 and crashed 6 miles north-northwest of Unionville, Missouri after an explosion aboard caused separation of the tail section. Detonation of a dynamite bomb in the right rear lavatory in the towel bin under the wash basin. This is the first case of sabotage on a commercial jet airliner. The bomb was believed to have been carried aboard by a passenger in a suicide-for-insurance plot.",1
"1763",1962-06-03,"12:35","Villeneuve-le-Roi, Val-de-Marne, France","Air France","Boeing B-707-328",132,130,0,"During takeoff from Orly Airport, the nose rose for about 5 seconds and then dropped back down on the runway. Smoke streamed from the wheels as the crew tried to stop the aircraft but it ran off the runway and collided with the runway lights and a house. The only survivors were two stewardesses who were seated in the tail section which broke free in the crash. The aircraft's horizontal stabilizer was improperly trimmed due to a failure of the trim servo motor.",0.984848484848485
"1764",1962-06-04,"","Sofia, Bulgaria","Aeroflot","Tupolev Tu-104B",5,5,0,"Struck a mountain after losing an engine.",1
"1765",1962-06-22,"4:01","Basse-Terre, Guadaloupe, West Indies","Air France","Boeing B-707-328",112,112,0,"The aircraft crashed into a 1,400 ft. hill while on approach, 15 miles from the runway threshold. Nonfunctioning VOR station. Insufficient meteorological information given to the flight crew. Malfunctioning automatidirection finder due to the effects of poor atmosphericonditions. The aircraft was named Chateau de Chantilly.",1
"1766",1962-06-28,"","Near Adler, Russia","Aeroflot","Antonov AN-10A",81,81,0,"The plane crashed into a mountain during an approach to Adler Airport. The accident was caused by a change in approach patterns to the airport on the part of controllers without approval from aviation authorities.  Lack of training by the carrier for flights into mountainous regions.",1
"1767",1962-06-30,"","Near Krasnoyarsk, USSR","Aeroflot","Tupolev TU-104A",84,84,0,"The aircraft went into an uncontrollable dive from FL 290.",1
"1768",1962-07-06,"","Near Tashkent, Uzbekistan, USSR","Aeroflot","Ilyushin IL-14",14,14,0,"",1
"1769",1962-07-07,"23:59","Near Junnar, Maharashtra, India","Alitalia","McDonnell Douglas DC-8-43",94,94,0,"The aircraft crashed into a hill near Bombay, India, at an elevation of 3,600 ft. 50 miles ENE of the airport. Navigational error.  Premature descent. Crew did not use navigational facilities available.",1
"1770",1962-07-09,"21:42","Off Brindisi, Italy","Trans Mediterranean Airways","Douglas DC-4",6,6,0,"The cargo plane descended and crashed into the ocean attempting to take off. A loss of power on the No.1 and 2 engines following takeoff, which resulted in a gradual loss of height. The probable slow psycho-physical reaction of the crew, due to fatigue, may have prevented perception of the danger and the timely execution of maneuvers to prevent the accident, or minimize its consequences.",1
"1771",1962-07-15,"","Near Lahore, Pakistan","Indian Airlines","Douglas C-47A",3,1,0,"A vulture crashed through the cockpit window and killed the copilot.",0.333333333333333
"1772",1962-07-16,"","Loheshyphn, India","Kalinga Airlines","Douglas C-47",9,9,0,"Stalled and crashed.",1
"1773",1962-07-19,"15:45","Near Bangkok, Thailand","United Arab Airlines","de Havilland Comet 4C",26,26,0,"Crashed into a jungle on the side of a mountain, 52 nm from the Bangkok airport while on approach. Premature descent. Navigational error.",1
"1774",1962-07-22,"23:19","Honolulu, Hawaii","Canadian PacifiAir Lines","Bristol Britannia 314",40,27,0,"Shortly after takeoff, a fire warning indication caused the pilot to feather the propeller on the No. 1 engine. Fuel was jettisoned, and the flight returned to Honolulu for landing approximately 40 minutes after departure. The three-engine landing approach appeared normal until the aircraft had proceeded beyond the runway threshold and had commenced its landing flare at an altitude of approximately 20 feet above the runway centerline. A go-around was attempted from this position and the aircraft banked and veered sharply to the left. Initial ground contact was made by the left wing tip approximately 550 feet to the left of the runway centerline. The aircraft progressively disintegrated as it  moved across the ground, then struck heavy earth-moving-equipment parked approximately 970 feet from the runway centerline. The accident was caused by the attempted three-engine go-around, when the aircraft was in a full landing configuration, at insufficient airspeed and altitude to maintain control.",0.675
"1775",1962-07-28,"","Sochi, Russia","Aeroflot","Antonov An-10A",81,81,0,"Struck a mountain while attempting to land. Changes in the approach patterns for Sochi Airport, not approved by the State aviation authorities and without informing the flight crews about it.  Inadequacies of flight control and crew training in the Sochi area and training for flights in mountainous regions in general.",1
"1776",1962-07-30,"","Coulommiers, France","Air France","Douglas DC-3",8,4,0,"Crashed during a training flight.",0.5
"1777",1962-08-01,"13:15","Near Kathmandu, Nepal","Royal Nepal Airlines","Douglas DC-3",10,10,0,"Crashed into a 11,200 ft. mountain, 100 miles from New Deli. Dirfted off course to the north of the intended track.",1
"1778",1962-08-20,"22:08","Rio de Janerio, Brazil","Panair do Brazil","McDonnell Douglas DC-8-33",105,15,0,"Rejected takeoff. Overran runway into the sea. Incorrect stabilizer setting. Stablizer setting changed from nose-up to nose-down position. Delayed decision to abort takeoff.",0.142857142857143
"1779",1962-08-23,"15:57","Berranca Bermeja, Colombia","Taxader Airlines","Douglas DC-3",32,20,0,"While taking off, the aircraft began to veer to the left. The pilot corrected to avoid a collision with the T wind indicator and crossed into the parking apron. The pilot applied full power and decided to take off from the apron. The starboard wing struck two helicopters, cart wheeled and burst into flames. Pilot error. Poor flight technique, faulty judgment in trying to take off outside of the main runway.",0.625
"1780",1962-08-24,"","Cerro Puena Paz, Peru","Faucett","Douglas DC-3",9,9,0,"Crashed into the jungle near San Ramon.",1
"1781",1962-09-02,"","Near Khabarovsk, USSR","Aeroflot","Tupolev TU-104A",86,86,0,"The airliner crashed and burned 10 minutes after taking off from Khabarovsk Airport.The crew reported that they were experiencing shaking and uncontrollable roll and yaw.",1
"1782",1962-09-03,"16:55","Yanoyaki, Japan","Military - Japan Maritime Self Defense Force","Lockheed P2V-7",12,12,1,"On a disaster relief mission, the plane clipped tree tops and crashed.",1
"1783",1962-09-04,"21:00","Near Lake Milton, Ohio","Private - Ashland Oil Company","Lockheed 18 Lodestar",13,13,0,"The aircraft lost its right wing in flight, crashed and burned in a field. Malfunction of the electrielevator trim tab unit which resulted in aircraft uncontrollability and subsequent structural failure of the wing.",1
"1784",1962-09-10,"9:00","Brno, Czechoslovakia","Ceskoslovenske Aerolinie","Avia 14",34,11,0,"Crashed on approach.",0.323529411764706
"1785",1962-09-10,"11:05","Near Milan, Washington","Military - U.S. Air Force","Boeing KC-135A",44,44,0,"Crashed into a wooded area in broken overcast  while attempting to land at Fairchild Air Force Base. Navigational error.",1
"1786",1962-09-10,"","Near Alcoche, Bolivia","Aerolineas Abaroa","Douglas C-47A",4,4,0,"The failure of the left engine and execution of a sharp 180 degree turn to the left of the original flight path. This was the only possible maneuver since the valley ahead narrowed and a turn to the right could not be effected, because the aircraft was close to - and below the altitude of - a mountain on that side.",1
"1787",1962-09-21,"","Sela, India","Kalinga Airlines","Douglas C-47A",8,8,0,"Stuck a mountain in poor weather.",1
"1788",1962-09-23,"21:00","North AtlantiOcean","Flying Tiger Line","Lockheed 1049H-82 Super Constellation",76,28,0,"A fire developed in the No. 3 engine. A few minutes later, the propeller of the No. 1 engine oversped and the flight engineer inadvertently closed the firewall shutoff valve to the No. 1 engine. The No. 1 engine was then shut down. The No. 2 engine then developed mechanical trouble. The plane ditched at sea approximately 560 nm W of Shannon, Ireland. Failure of 2 of the 4 aircraft's engines and the improper action of the flight engineer which disabled a 3rd engine necessitating a ditching at sea.",0.368421052631579
"1789",1962-10-10,"18:30","Spt-’_les, Quebec, Canada","Trans Canada Air Lines","Vickers 757 Viscount",19,2,0,"Collided with a RCAF CF-101B Voodoo fighter plane on the runway. The controller having assumed in error that the Viscount was turning off at the high speed taxi strip, cleared the Voodoo aircraft for takeoff before the Viscount was clear of the active runway.",0.105263157894737
"1790",1962-10-12,"","Manila, Philippines","Philippine Air Lines","Fokker F-27 Friendship 100",3,3,0,"Crashed while practicing take offs and landings.",1
"1791",1973-10-12,"","Acapulco, Mexico","Avionas  Banamex","de Havilland DH-125-1A",8,8,0,"Crashed while approaching to land.",1
"1792",1962-10-19,"20:52","Windsor Locks, Connecticut","Allegheny Airlines","Convair CV-340/440",52,1,0,"Following departure from Philadelphia, a high frequency whistling noise was heard and inspection revealed an escape of air at the lower aft corner of the rear service door. Pillow cases were placed in this area to reduce the air noise but no further action was taken. While the aircraft was descending through 4,000 feet the door blew out. The ensuing outward rush of air ejected a flight attendant who was near the door opening. Undetected insecure latching of the rear service door, resulting in an inflight explosive decompression which ejected a flight attendant from the aircraft.",0.0192307692307692
"1793",1962-10-25,"","Near Moscow, Russia","Aeroflot","Tupolev TU-104B",10,10,0,"Crashed on takeoff on a test flight. Rudder controls improperly installed.",1
"1794",1962-11-10,"14:37","Near Tourane, South Vietnam","Air Vietnam (South Vietnam)","Douglas DC-3",27,27,0,"Crashed into 1,800 ft. mountain, 12 miles from the Da Nang airport. Navigational error in poor weather conditions.",1
"1795",1962-11-19,"","Near Nagoya, Japan","All Nippon Airways","Vickers 828 Viscount",4,4,0,"Made a sharp turn, nosed up and hit the ground.",1
"1796",1962-11-23,"12:24","Ellicott, Maryland","United Air Lines","Vickers Viscount 745D",18,18,0,"The aircraft penetrated a flock of Whistling Swans at 6,000 ft. One, estimated to be 13 pounds, struck the leading edge of the left horizontal stabilizer, weakening the structure and causing it to detach. The aircraft lost control and broke-up in mid-air and crashed. Bird collision.",1
"1797",1962-11-23,"","Sao Tom’© & Principe","Military - Portuguese Air Force","Douglas C-54D",37,23,0,"Crashed while taking off in a storm.",0.621621621621622
"1798",1962-11-23,"14:10","Le Bourget, France","Malev Hungarian Airlines","Ilyushin IL-18D",21,21,0,"Stalled and crashed during approach, 0.5 miles from the outer marker. Cause undetermined.",1
"1799",1962-11-26,"12:09","Paraibuna, Brazil","VASP / Private","Saab Scandia / Cessna 310",26,26,0,"Midair collision with a Cessna at 2,400 m. Twenty-three killed on the Saab, three on the Cessna. Both pilots failed to maintain adequate lookouts for other aircraft.",1
"1800",1962-11-27,"3:40","Lima, Peru","Varig","Boeing B-707-441",97,97,0,"After initiating an overshoot procedure, at the suggestion of the control tower, because it was too high, the aircraft proceded to start another approach when it crashed into La Cruz Peak. Possible misinterpretation of navigation instruments.",1
"1801",1962-11-30,"21:45","New York, New York","Eastern Air Lines","Douglas DC-7B",51,25,0,"The aircraft was 1,000 ft past the ILS touchdown point and at an altitude of 25 ft. when a loss of visual reference caused the crew to abandon their approach. The landing gear was retracted, 20 degrees flaps selected and climb power applied.  At 3,500 ft. from the threshold, in a 6 degree left bank and speed of 135 knots the No. 1 and 2 propellers struck the ground. The aircraft hit a mound of earth and broke up. Crew failed to follow approved procedures. Technique employed by the crew during abandonment of the approach under fog conditions that were not adequately reported.",0.490196078431373
"1802",1962-12-06,"17:00","Barranca Bermeja, Colombia","Taxader Airlines","Douglas C-47",26,24,0,"Crashed in heavy rain while en route. Pilot error. Flight under VFR in IFR conditions.",0.923076923076923
"1803",1962-12-14,"2:19","Near Manaus, Brazil","Panair do Brasil","Lockheed 049-46-21 Constellation",50,50,0,"Crashed 9 miles short of its destination. Cause unknown. The aircraft was named Estevao Ribeiro Baiao Parente.",1
"1804",1962-12-14,"22:12","Burbank, California","Flying Tiger Line","Lockheed 1049H Super Constellation",5,5,3,"The aircraft crashed during an ILS approach to Burbank Airport. Incapacitation of the captain with a heart attack at a critical point in the approach from which the co-pilot could not recover.",1
"1805",1962-12-19,"19:30","Warsaw, Poland","LOT Polish Airlines","Vickers Viscount 804",33,33,0,"Stalled and crashed 8 miles from the threshold after being struck by lightning.",1
